駅コード,都道府県,沿線名,駅名
"4182410","静岡県","身延線","芦川"
"4182420","静岡県","身延線","市川本町"
"4182430","静岡県","身延線","市川大門"
"4182440","静岡県","身延線","鰍沢口"
"4182450","静岡県","身延線","落居"
"4182460","静岡県","身延線","甲斐岩間"
"4182470","静岡県","身延線","久那土"
"4182480","静岡県","身延線","市ノ瀬"
"4182490","静岡県","身延線","甲斐常葉"
"4182500","静岡県","身延線","下部温泉"
"4182510","静岡県","身延線","波高島"
"4182520","静岡県","身延線","塩之沢"
"4182530","静岡県","身延線","身延"
"4182540","静岡県","身延線","甲斐大島"
"4182550","静岡県","身延線","内船"
"4182560","静岡県","身延線","寄畑"
"4182570","静岡県","身延線","井出"
"4182580","静岡県","身延線","十島"
"4182620","静岡県","身延線","稲子"
"4182630","静岡県","身延線","芝川"
"4182640","静岡県","身延線","沼久保"
"4182650","静岡県","身延線","西富士宮"
"4182660","静岡県","身延線","富士宮"
"4182670","静岡県","身延線","源道寺"
"4182680","静岡県","身延線","富士根"
"4182690","静岡県","身延線","入山瀬"
"4182700","静岡県","身延線","竪堀"
"4182710","静岡県","身延線","柚木"
"4182720","静岡県","身延線","富士"
"4392010","静岡県","伊豆箱根鉄道駿豆線","三島"
"4392020","静岡県","伊豆箱根鉄道駿豆線","三島広小路"
"4392030","静岡県","伊豆箱根鉄道駿豆線","三島田町"
"4392040","静岡県","伊豆箱根鉄道駿豆線","三島二日町"
"4392050","静岡県","伊豆箱根鉄道駿豆線","大場"
"4392060","静岡県","伊豆箱根鉄道駿豆線","伊豆仁田"
"4392070","静岡県","伊豆箱根鉄道駿豆線","原木"
"4392080","静岡県","伊豆箱根鉄道駿豆線","韮山"
"4392090","静岡県","伊豆箱根鉄道駿豆線","伊豆長岡"
"4392100","静岡県","伊豆箱根鉄道駿豆線","田京"
"4392110","静岡県","伊豆箱根鉄道駿豆線","大仁"
"4392120","静岡県","伊豆箱根鉄道駿豆線","牧之郷"
"4392130","静岡県","伊豆箱根鉄道駿豆線","修善寺"
"4406010","静岡県","天竜浜名湖鉄道","掛川"
"4406015","静岡県","天竜浜名湖鉄道","掛川市役所前"
"4406020","静岡県","天竜浜名湖鉄道","西掛川"
"4406030","静岡県","天竜浜名湖鉄道","桜木"
"4406035","静岡県","天竜浜名湖鉄道","いこいの広場"
"4406040","静岡県","天竜浜名湖鉄道","細谷"
"4406050","静岡県","天竜浜名湖鉄道","原谷"
"4406055","静岡県","天竜浜名湖鉄道","原田"
"4406060","静岡県","天竜浜名湖鉄道","戸綿"
"4406070","静岡県","天竜浜名湖鉄道","遠州森"
"10000375","静岡県","天竜浜名湖鉄道","森町病院前"
"4406075","静岡県","天竜浜名湖鉄道","円田"
"4406080","静岡県","天竜浜名湖鉄道","遠江一宮"
"4406090","静岡県","天竜浜名湖鉄道","敷地"
"4406100","静岡県","天竜浜名湖鉄道","豊岡"
"4406110","静岡県","天竜浜名湖鉄道","上野部"
"4406120","静岡県","天竜浜名湖鉄道","天竜二俣"
"4406130","静岡県","天竜浜名湖鉄道","二俣本町"
"4406140","静岡県","天竜浜名湖鉄道","西鹿島"
"4406150","静岡県","天竜浜名湖鉄道","岩水寺"
"4406160","静岡県","天竜浜名湖鉄道","宮口"
"4406165","静岡県","天竜浜名湖鉄道","フルーツパーク"
"4406170","静岡県","天竜浜名湖鉄道","都田"
"4406175","静岡県","天竜浜名湖鉄道","常葉大学前"
"4406180","静岡県","天竜浜名湖鉄道","金指"
"4406185","静岡県","天竜浜名湖鉄道","岡地"
"4406190","静岡県","天竜浜名湖鉄道","気賀"
"4406200","静岡県","天竜浜名湖鉄道","西気賀"
"4406210","静岡県","天竜浜名湖鉄道","寸座"
"4406220","静岡県","天竜浜名湖鉄道","浜名湖佐久米"
"4406230","静岡県","天竜浜名湖鉄道","東都筑"
"4406240","静岡県","天竜浜名湖鉄道","都筑"
"4406250","静岡県","天竜浜名湖鉄道","三ヶ日"
"4406255","静岡県","天竜浜名湖鉄道","奥浜名湖"
"4406260","静岡県","天竜浜名湖鉄道","尾奈"
"4406270","静岡県","天竜浜名湖鉄道","知波田"
"10000374","静岡県","天竜浜名湖鉄道","大森"
"4406275","静岡県","天竜浜名湖鉄道","アスモ前"
"4406280","静岡県","天竜浜名湖鉄道","新所原"
"4441010","静岡県","岳南鉄道","吉原"
"4441015","静岡県","岳南鉄道","ジヤトコ前（１地区）"
"4441020","静岡県","岳南鉄道","吉原本町"
"4441030","静岡県","岳南鉄道","本吉原"
"4441040","静岡県","岳南鉄道","岳南原田"
"4441050","静岡県","岳南鉄道","比奈"
"4441060","静岡県","岳南鉄道","岳南富士岡"
"4441070","静岡県","岳南鉄道","須津"
"4441080","静岡県","岳南鉄道","神谷"
"4441090","静岡県","岳南鉄道","岳南江尾"
"4442010","静岡県","静岡鉄道静岡清水線","新静岡"
"4442020","静岡県","静岡鉄道静岡清水線","日吉町"
"4442030","静岡県","静岡鉄道静岡清水線","音羽町"
"4442040","静岡県","静岡鉄道静岡清水線","春日町"
"4442050","静岡県","静岡鉄道静岡清水線","柚木"
"4442060","静岡県","静岡鉄道静岡清水線","長沼"
"4442070","静岡県","静岡鉄道静岡清水線","古庄"
"4442080","静岡県","静岡鉄道静岡清水線","県総合運動場"
"4442085","静岡県","静岡鉄道静岡清水線","県立美術館前"
"4442090","静岡県","静岡鉄道静岡清水線","草薙"
"4442100","静岡県","静岡鉄道静岡清水線","御門台"
"4442110","静岡県","静岡鉄道静岡清水線","狐ヶ崎"
"4442120","静岡県","静岡鉄道静岡清水線","桜橋"
"4442130","静岡県","静岡鉄道静岡清水線","入江岡"
"4442140","静岡県","静岡鉄道静岡清水線","新清水"
"4443010","静岡県","大井川鐵道本線","金谷"
"4443020","静岡県","大井川鐵道本線","新金谷"
"4443030","静岡県","大井川鐵道本線","代官町"
"4443035","静岡県","大井川鐵道本線","日切"
"4443040","静岡県","大井川鐵道本線","五和"
"4443050","静岡県","大井川鐵道本線","神尾"
"4443060","静岡県","大井川鐵道本線","福用"
"4443070","静岡県","大井川鐵道本線","大和田"
"4443080","静岡県","大井川鐵道本線","家山"
"4443090","静岡県","大井川鐵道本線","抜里"
"4443100","静岡県","大井川鐵道本線","川根温泉笹間渡"
"4443110","静岡県","大井川鐵道本線","地名"
"4443120","静岡県","大井川鐵道本線","塩郷"
"4443130","静岡県","大井川鐵道本線","下泉"
"4443140","静岡県","大井川鐵道本線","田野口"
"4443150","静岡県","大井川鐵道本線","駿河徳山"
"4443160","静岡県","大井川鐵道本線","青部"
"4443170","静岡県","大井川鐵道本線","崎平"
"4443180","静岡県","大井川鐵道本線","千頭"
"4444010","静岡県","大井川鐵道井川線","千頭"
"4444020","静岡県","大井川鐵道井川線","川根両国"
"4444030","静岡県","大井川鐵道井川線","沢間"
"4444040","静岡県","大井川鐵道井川線","土本"
"4444050","静岡県","大井川鐵道井川線","川根小山"
"4444060","静岡県","大井川鐵道井川線","奥泉"
"4444070","静岡県","大井川鐵道井川線","アプトいちしろ"
"4444075","静岡県","大井川鐵道井川線","長島ダム"
"4444080","静岡県","大井川鐵道井川線","ひらんだ"
"4444090","静岡県","大井川鐵道井川線","奥大井湖上"
"4444100","静岡県","大井川鐵道井川線","接岨峡温泉"
"4444110","静岡県","大井川鐵道井川線","尾盛"
"4444120","静岡県","大井川鐵道井川線","閑蔵"
"4444130","静岡県","大井川鐵道井川線","井川"
"4445010","静岡県","遠州鉄道","新浜松"
"4445020","静岡県","遠州鉄道","第一通り"
"4445030","静岡県","遠州鉄道","遠州病院"
"4445040","静岡県","遠州鉄道","八幡"
"4445050","静岡県","遠州鉄道","助信"
"4445060","静岡県","遠州鉄道","遠州曳馬"
"4445070","静岡県","遠州鉄道","遠州上島"
"4445080","静岡県","遠州鉄道","自動車学校前"
"4445090","静岡県","遠州鉄道","さぎの宮"
"4445100","静岡県","遠州鉄道","積志"
"4445110","静岡県","遠州鉄道","遠州西ヶ崎"
"4445120","静岡県","遠州鉄道","遠州小松"
"4445130","静岡県","遠州鉄道","浜北"
"4445140","静岡県","遠州鉄道","美薗中央公園"
"4445150","静岡県","遠州鉄道","遠州小林"
"4445160","静岡県","遠州鉄道","遠州芝本"
"4445170","静岡県","遠州鉄道","遠州岩水寺"
"4445180","静岡県","遠州鉄道","西鹿島"
"4001110","愛知県","東海道・山陽新幹線","東京"
"4001112","愛知県","東海道・山陽新幹線","品川"
"4001120","愛知県","東海道・山陽新幹線","新横浜"
"4001130","愛知県","東海道・山陽新幹線","小田原"
"4001220","愛知県","東海道・山陽新幹線","熱海"
"4001230","愛知県","東海道・山陽新幹線","三島"
"4001235","愛知県","東海道・山陽新幹線","新富士"
"4001240","愛知県","東海道・山陽新幹線","静岡"
"4001245","愛知県","東海道・山陽新幹線","掛川"
"4001250","愛知県","東海道・山陽新幹線","浜松"
"4001260","愛知県","東海道・山陽新幹線","豊橋"
"4001265","愛知県","東海道・山陽新幹線","三河安城"
"4001270","愛知県","東海道・山陽新幹線","名古屋"
"4001280","愛知県","東海道・山陽新幹線","岐阜羽島"
"4001320","愛知県","東海道・山陽新幹線","米原"
"4001330","愛知県","東海道・山陽新幹線","京都"
"4001340","愛知県","東海道・山陽新幹線","新大阪"
"4171221","愛知県","東海道本線","熱海"
"4171226","愛知県","東海道本線","函南"
"4171231","愛知県","東海道本線","三島"
"4171236","愛知県","東海道本線","沼津"
"4171241","愛知県","東海道本線","片浜"
"4171246","愛知県","東海道本線","原"
"4171251","愛知県","東海道本線","東田子の浦"
"4171256","愛知県","東海道本線","吉原"
"4171261","愛知県","東海道本線","富士"
"4171266","愛知県","東海道本線","富士川"
"4171271","愛知県","東海道本線","新蒲原"
"4171276","愛知県","東海道本線","蒲原"
"4171281","愛知県","東海道本線","由比"
"4171286","愛知県","東海道本線","興津"
"4171291","愛知県","東海道本線","清水"
"4171296","愛知県","東海道本線","草薙"
"4171301","愛知県","東海道本線","東静岡"
"4171306","愛知県","東海道本線","静岡"
"4171311","愛知県","東海道本線","安倍川"
"4171316","愛知県","東海道本線","用宗"
"4171321","愛知県","東海道本線","焼津"
"4171326","愛知県","東海道本線","西焼津"
"4171331","愛知県","東海道本線","藤枝"
"4171336","愛知県","東海道本線","六合"
"4171341","愛知県","東海道本線","島田"
"4171346","愛知県","東海道本線","金谷"
"4171351","愛知県","東海道本線","菊川"
"4171356","愛知県","東海道本線","掛川"
"4171361","愛知県","東海道本線","愛野"
"4171366","愛知県","東海道本線","袋井"
"10000351","愛知県","東海道本線","御厨"
"4171371","愛知県","東海道本線","磐田"
"4171376","愛知県","東海道本線","豊田町"
"4171381","愛知県","東海道本線","天竜川"
"4171386","愛知県","東海道本線","浜松"
"4171391","愛知県","東海道本線","高塚"
"4171396","愛知県","東海道本線","舞阪"
"4171401","愛知県","東海道本線","弁天島"
"4171406","愛知県","東海道本線","新居町"
"4171411","愛知県","東海道本線","鷲津"
"4171416","愛知県","東海道本線","新所原"
"4171421","愛知県","東海道本線","二川"
"4171426","愛知県","東海道本線","豊橋"
"4171431","愛知県","東海道本線","西小坂井"
"4171436","愛知県","東海道本線","愛知御津"
"4171441","愛知県","東海道本線","三河大塚"
"4171446","愛知県","東海道本線","三河三谷"
"4171451","愛知県","東海道本線","蒲郡"
"4171456","愛知県","東海道本線","三河塩津"
"4171461","愛知県","東海道本線","三ヶ根"
"4171466","愛知県","東海道本線","幸田"
"10000226","愛知県","東海道本線","相見"
"4171471","愛知県","東海道本線","岡崎"
"4171476","愛知県","東海道本線","西岡崎"
"4171481","愛知県","東海道本線","安城"
"4171486","愛知県","東海道本線","三河安城"
"4171491","愛知県","東海道本線","東刈谷"
"4171496","愛知県","東海道本線","野田新町"
"4171501","愛知県","東海道本線","刈谷"
"4171506","愛知県","東海道本線","逢妻"
"4171511","愛知県","東海道本線","大府"
"4171516","愛知県","東海道本線","共和"
"10000141","愛知県","東海道本線","南大高"
"4171521","愛知県","東海道本線","大高"
"4171526","愛知県","東海道本線","笠寺"
"4171531","愛知県","東海道本線","熱田"
"4171536","愛知県","東海道本線","金山"
"4171541","愛知県","東海道本線","尾頭橋"
"4171546","愛知県","東海道本線","名古屋"
"4171551","愛知県","東海道本線","枇杷島"
"4171556","愛知県","東海道本線","清洲"
"4171561","愛知県","東海道本線","稲沢"
"4171566","愛知県","東海道本線","尾張一宮"
"4171571","愛知県","東海道本線","木曽川"
"4171576","愛知県","東海道本線","岐阜"
"4171581","愛知県","東海道本線","西岐阜"
"4171586","愛知県","東海道本線","穂積"
"4171591","愛知県","東海道本線","大垣"
"4171596","愛知県","東海道本線","荒尾"
"4171601","愛知県","東海道本線","美濃赤坂"
"4171606","愛知県","東海道本線","垂井"
"4171611","愛知県","東海道本線","関ヶ原"
"4171616","愛知県","東海道本線","柏原"
"4171621","愛知県","東海道本線","近江長岡"
"4171626","愛知県","東海道本線","醒ヶ井"
"4171631","愛知県","東海道本線","米原"
"4183031","愛知県","飯田線","豊橋"
"4183041","愛知県","飯田線","船町"
"4183051","愛知県","飯田線","下地"
"4183061","愛知県","飯田線","小坂井"
"4183071","愛知県","飯田線","牛久保"
"4183081","愛知県","飯田線","豊川"
"4183091","愛知県","飯田線","三河一宮"
"4183101","愛知県","飯田線","長山"
"4183111","愛知県","飯田線","江島"
"4183121","愛知県","飯田線","東上"
"4183131","愛知県","飯田線","野田城"
"4183141","愛知県","飯田線","新城"
"4183151","愛知県","飯田線","東新町"
"4183161","愛知県","飯田線","茶臼山"
"4183171","愛知県","飯田線","三河東郷"
"4183181","愛知県","飯田線","大海"
"4183191","愛知県","飯田線","鳥居"
"4183201","愛知県","飯田線","長篠城"
"4183211","愛知県","飯田線","本長篠"
"4183221","愛知県","飯田線","三河大野"
"4183231","愛知県","飯田線","湯谷温泉"
"4183241","愛知県","飯田線","三河槙原"
"4183251","愛知県","飯田線","柿平"
"4183261","愛知県","飯田線","三河川合"
"4183271","愛知県","飯田線","池場"
"4183281","愛知県","飯田線","東栄"
"4183291","愛知県","飯田線","出馬"
"4183301","愛知県","飯田線","上市場"
"4183311","愛知県","飯田線","浦川"
"4183321","愛知県","飯田線","早瀬"
"4183331","愛知県","飯田線","下川合"
"4183341","愛知県","飯田線","中部天竜"
"4183351","愛知県","飯田線","佐久間"
"4183361","愛知県","飯田線","相月"
"4183371","愛知県","飯田線","城西"
"4183381","愛知県","飯田線","向市場"
"4183391","愛知県","飯田線","水窪"
"4183401","愛知県","飯田線","大嵐"
"4183411","愛知県","飯田線","小和田"
"4183421","愛知県","飯田線","中井侍"
"4183431","愛知県","飯田線","伊那小沢"
"4183441","愛知県","飯田線","鶯巣"
"4183451","愛知県","飯田線","平岡"
"4183461","愛知県","飯田線","為栗"
"4183471","愛知県","飯田線","温田"
"4183481","愛知県","飯田線","田本"
"4183491","愛知県","飯田線","門島"
"4183501","愛知県","飯田線","唐笠"
"4183511","愛知県","飯田線","金野"
"4183521","愛知県","飯田線","千代"
"4183531","愛知県","飯田線","天竜峡"
"4183541","愛知県","飯田線","川路"
"4183551","愛知県","飯田線","時又"
"4183561","愛知県","飯田線","駄科"
"4183571","愛知県","飯田線","毛賀"
"4183581","愛知県","飯田線","伊那八幡"
"4183591","愛知県","飯田線","下山村"
"4183601","愛知県","飯田線","鼎"
"4183611","愛知県","飯田線","切石"
"4183621","愛知県","飯田線","飯田"
"4183631","愛知県","飯田線","桜町"
"4183641","愛知県","飯田線","伊那上郷"
"4183651","愛知県","飯田線","元善光寺"
"4183661","愛知県","飯田線","下市田"
"4183671","愛知県","飯田線","市田"
"4183681","愛知県","飯田線","下平"
"4183691","愛知県","飯田線","山吹"
"4183701","愛知県","飯田線","伊那大島"
"4183711","愛知県","飯田線","上片桐"
"4183721","愛知県","飯田線","伊那田島"
"4183731","愛知県","飯田線","高遠原"
"4183741","愛知県","飯田線","七久保"
"4183751","愛知県","飯田線","伊那本郷"
"4183761","愛知県","飯田線","飯島"
"4183771","愛知県","飯田線","田切"
"4183781","愛知県","飯田線","伊那福岡"
"4183791","愛知県","飯田線","小町屋"
"4183801","愛知県","飯田線","駒ヶ根"
"4183811","愛知県","飯田線","大田切"
"4183821","愛知県","飯田線","宮田"
"4183831","愛知県","飯田線","赤木"
"4183841","愛知県","飯田線","沢渡"
"4183851","愛知県","飯田線","下島"
"4183861","愛知県","飯田線","伊那市"
"4183871","愛知県","飯田線","伊那北"
"4183881","愛知県","飯田線","田畑"
"4183891","愛知県","飯田線","北殿"
"4183901","愛知県","飯田線","木ノ下"
"4183911","愛知県","飯田線","伊那松島"
"4183921","愛知県","飯田線","沢"
"4183931","愛知県","飯田線","羽場"
"4183941","愛知県","飯田線","伊那新町"
"4183951","愛知県","飯田線","宮木"
"4183961","愛知県","飯田線","辰野"
"4184521","愛知県","中央本線","塩尻"
"4184526","愛知県","中央本線","洗馬"
"4184531","愛知県","中央本線","日出塩"
"4184536","愛知県","中央本線","贄川"
"4184541","愛知県","中央本線","木曽平沢"
"4184546","愛知県","中央本線","奈良井"
"4184551","愛知県","中央本線","藪原"
"4184556","愛知県","中央本線","宮ノ越"
"4184561","愛知県","中央本線","原野"
"4184566","愛知県","中央本線","木曽福島"
"4184571","愛知県","中央本線","上松"
"4184576","愛知県","中央本線","倉本"
"4184581","愛知県","中央本線","須原"
"4184586","愛知県","中央本線","大桑"
"4184591","愛知県","中央本線","野尻"
"4184596","愛知県","中央本線","十二兼"
"4184601","愛知県","中央本線","南木曽"
"4184606","愛知県","中央本線","田立"
"4184611","愛知県","中央本線","坂下"
"4184616","愛知県","中央本線","落合川"
"4184621","愛知県","中央本線","中津川"
"4184626","愛知県","中央本線","美乃坂本"
"4184631","愛知県","中央本線","恵那"
"4184636","愛知県","中央本線","武並"
"4184641","愛知県","中央本線","釜戸"
"4184646","愛知県","中央本線","瑞浪"
"4184651","愛知県","中央本線","土岐市"
"4184656","愛知県","中央本線","多治見"
"4184661","愛知県","中央本線","古虎渓"
"4184666","愛知県","中央本線","定光寺"
"4184671","愛知県","中央本線","高蔵寺"
"4184676","愛知県","中央本線","神領"
"4184681","愛知県","中央本線","春日井"
"4184686","愛知県","中央本線","勝川"
"4184691","愛知県","中央本線","新守山"
"4184696","愛知県","中央本線","大曽根"
"4184701","愛知県","中央本線","千種"
"4184706","愛知県","中央本線","鶴舞"
"4184711","愛知県","中央本線","金山"
"4184716","愛知県","中央本線","名古屋"
"4407010","愛知県","愛知環状鉄道","岡崎"
"4407015","愛知県","愛知環状鉄道","六名"
"4407020","愛知県","愛知環状鉄道","中岡崎"
"4407030","愛知県","愛知環状鉄道","北岡崎"
"4407035","愛知県","愛知環状鉄道","大門"
"4407040","愛知県","愛知環状鉄道","北野桝塚"
"4407050","愛知県","愛知環状鉄道","三河上郷"
"4407060","愛知県","愛知環状鉄道","永覚"
"4407065","愛知県","愛知環状鉄道","末野原"
"4407070","愛知県","愛知環状鉄道","三河豊田"
"4407075","愛知県","愛知環状鉄道","新上挙母"
"4407080","愛知県","愛知環状鉄道","新豊田"
"4407085","愛知県","愛知環状鉄道","愛環梅坪"
"4407090","愛知県","愛知環状鉄道","四郷"
"4407095","愛知県","愛知環状鉄道","貝津"
"4407100","愛知県","愛知環状鉄道","保見"
"4407110","愛知県","愛知環状鉄道","篠原"
"4407120","愛知県","愛知環状鉄道","八草"
"4407130","愛知県","愛知環状鉄道","山口"
"4407140","愛知県","愛知環状鉄道","瀬戸口"
"4407150","愛知県","愛知環状鉄道","瀬戸市"
"4407160","愛知県","愛知環状鉄道","中水野"
"4407170","愛知県","愛知環状鉄道","高蔵寺"
"4408010","愛知県","武豊線","大府"
"4408020","愛知県","武豊線","尾張森岡"
"4408030","愛知県","武豊線","緒川"
"4408040","愛知県","武豊線","石浜"
"4408050","愛知県","武豊線","東浦"
"4408060","愛知県","武豊線","亀崎"
"4408070","愛知県","武豊線","乙川"
"4408080","愛知県","武豊線","半田"
"4408090","愛知県","武豊線","東成岩"
"4408100","愛知県","武豊線","武豊"
"4418010","愛知県","高山本線","岐阜"
"4418020","愛知県","高山本線","長森"
"4418030","愛知県","高山本線","那加"
"4418040","愛知県","高山本線","蘇原"
"4418050","愛知県","高山本線","各務ヶ原"
"4418060","愛知県","高山本線","鵜沼"
"4418070","愛知県","高山本線","坂祝"
"4418080","愛知県","高山本線","美濃太田"
"4418090","愛知県","高山本線","古井"
"4418100","愛知県","高山本線","中川辺"
"4418110","愛知県","高山本線","下麻生"
"4418120","愛知県","高山本線","上麻生"
"4418130","愛知県","高山本線","白川口"
"4418140","愛知県","高山本線","下油井"
"4418150","愛知県","高山本線","飛騨金山"
"4418160","愛知県","高山本線","焼石"
"4418170","愛知県","高山本線","下呂"
"4418180","愛知県","高山本線","禅昌寺"
"4418190","愛知県","高山本線","飛騨萩原"
"4418200","愛知県","高山本線","上呂"
"4418210","愛知県","高山本線","飛騨宮田"
"4418220","愛知県","高山本線","飛騨小坂"
"4418230","愛知県","高山本線","渚"
"4418240","愛知県","高山本線","久々野"
"4418250","愛知県","高山本線","飛騨一ノ宮"
"4418260","愛知県","高山本線","高山"
"4418270","愛知県","高山本線","上枝"
"4418280","愛知県","高山本線","飛騨国府"
"4418290","愛知県","高山本線","飛騨古川"
"4418300","愛知県","高山本線","杉崎"
"4418310","愛知県","高山本線","飛騨細江"
"4418320","愛知県","高山本線","角川"
"4418330","愛知県","高山本線","坂上"
"4418340","愛知県","高山本線","打保"
"4418350","愛知県","高山本線","杉原"
"4418360","愛知県","高山本線","猪谷"
"4426010","愛知県","関西本線","名古屋"
"4426020","愛知県","関西本線","八田"
"4426025","愛知県","関西本線","春田"
"4426030","愛知県","関西本線","蟹江"
"4426040","愛知県","関西本線","永和"
"4426050","愛知県","関西本線","弥富"
"4426060","愛知県","関西本線","長島"
"4426070","愛知県","関西本線","桑名"
"4426080","愛知県","関西本線","朝日"
"4426090","愛知県","関西本線","富田"
"4426100","愛知県","関西本線","富田浜"
"4426110","愛知県","関西本線","四日市"
"4426120","愛知県","関西本線","南四日市"
"4426130","愛知県","関西本線","河原田"
"4426140","愛知県","関西本線","河曲"
"4426150","愛知県","関西本線","加佐登"
"4426160","愛知県","関西本線","井田川"
"4426170","愛知県","関西本線","亀山"
"6426280","愛知県","関西本線","関"
"6426290","愛知県","関西本線","加太"
"6426300","愛知県","関西本線","柘植"
"6426310","愛知県","関西本線","新堂"
"6426320","愛知県","関西本線","佐那具"
"6426330","愛知県","関西本線","伊賀上野"
"6426340","愛知県","関西本線","島ヶ原"
"4437010","愛知県","東海交通事業城北線","勝川"
"4437020","愛知県","東海交通事業城北線","味美"
"4437030","愛知県","東海交通事業城北線","比良"
"4437040","愛知県","東海交通事業城北線","小田井"
"4437050","愛知県","東海交通事業城北線","尾張星の宮"
"4437060","愛知県","東海交通事業城北線","枇杷島"
"4438210","愛知県","あおなみ線","名古屋"
"4438220","愛知県","あおなみ線","ささしまライブ"
"4438240","愛知県","あおなみ線","小本"
"4438250","愛知県","あおなみ線","荒子"
"4438260","愛知県","あおなみ線","南荒子"
"4438270","愛知県","あおなみ線","中島"
"4438280","愛知県","あおなみ線","名古屋競馬場前"
"4438290","愛知県","あおなみ線","荒子川公園"
"4438300","愛知県","あおなみ線","稲永"
"4438320","愛知県","あおなみ線","野跡"
"4438340","愛知県","あおなみ線","金城ふ頭"
"4446010","愛知県","豊橋鉄道東田本線","駅前"
"4446015","愛知県","豊橋鉄道東田本線","駅前大通"
"4446020","愛知県","豊橋鉄道東田本線","新川"
"4446030","愛知県","豊橋鉄道東田本線","札木"
"4446040","愛知県","豊橋鉄道東田本線","市役所前"
"4446050","愛知県","豊橋鉄道東田本線","豊橋公園前"
"4446060","愛知県","豊橋鉄道東田本線","東八町"
"4446070","愛知県","豊橋鉄道東田本線","前畑"
"4446080","愛知県","豊橋鉄道東田本線","東田坂上"
"4446090","愛知県","豊橋鉄道東田本線","東田"
"4446100","愛知県","豊橋鉄道東田本線","競輪場前"
"4446110","愛知県","豊橋鉄道東田本線","井原"
"4446120","愛知県","豊橋鉄道東田本線","運動公園前"
"4446130","愛知県","豊橋鉄道東田本線","赤岩口"
"4447010","愛知県","豊橋鉄道渥美線","新豊橋"
"4447020","愛知県","豊橋鉄道渥美線","柳生橋"
"4447030","愛知県","豊橋鉄道渥美線","小池"
"4447040","愛知県","豊橋鉄道渥美線","愛知大学前"
"4447050","愛知県","豊橋鉄道渥美線","南栄"
"4447060","愛知県","豊橋鉄道渥美線","高師"
"4447070","愛知県","豊橋鉄道渥美線","芦原"
"4447080","愛知県","豊橋鉄道渥美線","植田"
"4447090","愛知県","豊橋鉄道渥美線","向ヶ丘"
"4447100","愛知県","豊橋鉄道渥美線","大清水"
"4447110","愛知県","豊橋鉄道渥美線","老津"
"4447120","愛知県","豊橋鉄道渥美線","杉山"
"4447130","愛知県","豊橋鉄道渥美線","やぐま台"
"4447140","愛知県","豊橋鉄道渥美線","豊島"
"4447145","愛知県","豊橋鉄道渥美線","神戸"
"4447150","愛知県","豊橋鉄道渥美線","三河田原"
"4450210","愛知県","愛知高速東部丘陵線","藤が丘"
"4450220","愛知県","愛知高速東部丘陵線","はなみずき通"
"4450230","愛知県","愛知高速東部丘陵線","杁ヶ池公園"
"4450240","愛知県","愛知高速東部丘陵線","長久手古戦場"
"4450250","愛知県","愛知高速東部丘陵線","芸大通"
"4450260","愛知県","愛知高速東部丘陵線","公園西"
"4450270","愛知県","愛知高速東部丘陵線","愛・地球博記念公園"
"4450280","愛知県","愛知高速東部丘陵線","陶磁資料館南"
"4450290","愛知県","愛知高速東部丘陵線","八草"
"4451010","愛知県","名鉄名古屋本線","豊橋"
"4451020","愛知県","名鉄名古屋本線","伊奈"
"4451030","愛知県","名鉄名古屋本線","小田渕"
"4451040","愛知県","名鉄名古屋本線","国府"
"4451050","愛知県","名鉄名古屋本線","御油"
"4451060","愛知県","名鉄名古屋本線","名電赤坂"
"4451070","愛知県","名鉄名古屋本線","名電長沢"
"4451080","愛知県","名鉄名古屋本線","本宿"
"4451090","愛知県","名鉄名古屋本線","名電山中"
"4451100","愛知県","名鉄名古屋本線","藤川"
"4451110","愛知県","名鉄名古屋本線","美合"
"4451120","愛知県","名鉄名古屋本線","男川"
"4451130","愛知県","名鉄名古屋本線","東岡崎"
"4451140","愛知県","名鉄名古屋本線","岡崎公園前"
"4451150","愛知県","名鉄名古屋本線","矢作橋"
"4451160","愛知県","名鉄名古屋本線","宇頭"
"4451170","愛知県","名鉄名古屋本線","新安城"
"4451180","愛知県","名鉄名古屋本線","牛田"
"4451190","愛知県","名鉄名古屋本線","知立"
"4451200","愛知県","名鉄名古屋本線","一ツ木"
"4451210","愛知県","名鉄名古屋本線","富士松"
"4451220","愛知県","名鉄名古屋本線","豊明"
"4451230","愛知県","名鉄名古屋本線","前後"
"4451240","愛知県","名鉄名古屋本線","中京競馬場前"
"4451250","愛知県","名鉄名古屋本線","有松"
"4451260","愛知県","名鉄名古屋本線","左京山"
"4451270","愛知県","名鉄名古屋本線","鳴海"
"4451280","愛知県","名鉄名古屋本線","本星崎"
"4451290","愛知県","名鉄名古屋本線","本笠寺"
"4451300","愛知県","名鉄名古屋本線","桜"
"4451310","愛知県","名鉄名古屋本線","呼続"
"4451320","愛知県","名鉄名古屋本線","堀田"
"4451330","愛知県","名鉄名古屋本線","神宮前"
"4451340","愛知県","名鉄名古屋本線","金山"
"4451350","愛知県","名鉄名古屋本線","山王"
"4451360","愛知県","名鉄名古屋本線","名鉄名古屋"
"4451370","愛知県","名鉄名古屋本線","栄生"
"4451380","愛知県","名鉄名古屋本線","東枇杷島"
"4451390","愛知県","名鉄名古屋本線","西枇杷島"
"4451400","愛知県","名鉄名古屋本線","二ツ杁"
"4451410","愛知県","名鉄名古屋本線","新川橋"
