駅コード,都道府県,沿線名,駅名
"1051005","北海道","函館本線","函館"
"1051010","北海道","函館本線","五稜郭"
"1051015","北海道","函館本線","桔梗"
"1051020","北海道","函館本線","大中山"
"1051025","北海道","函館本線","七飯"
"1051030","北海道","函館本線","新函館北斗"
"1051035","北海道","函館本線","仁山"
"1051040","北海道","函館本線","大沼"
"1051045","北海道","函館本線","大沼公園"
"1051050","北海道","函館本線","赤井川"
"1051055","北海道","函館本線","駒ヶ岳"
"1051057","北海道","函館本線","東山"
"1051060","北海道","函館本線","姫川"
"1051065","北海道","函館本線","池田園"
"1051067","北海道","函館本線","流山温泉"
"1051070","北海道","函館本線","銚子口"
"1051075","北海道","函館本線","鹿部"
"1051080","北海道","函館本線","渡島沼尻"
"1051085","北海道","函館本線","渡島砂原"
"1051090","北海道","函館本線","掛澗"
"1051095","北海道","函館本線","尾白内"
"1051100","北海道","函館本線","東森"
"1051105","北海道","函館本線","森"
"1051110","北海道","函館本線","桂川"
"1051115","北海道","函館本線","石谷"
"1051120","北海道","函館本線","本石倉"
"1051125","北海道","函館本線","石倉"
"1051130","北海道","函館本線","落部"
"1051135","北海道","函館本線","野田生"
"1051140","北海道","函館本線","山越"
"1051145","北海道","函館本線","八雲"
"1051150","北海道","函館本線","鷲ノ巣"
"1051155","北海道","函館本線","山崎"
"1051160","北海道","函館本線","黒岩"
"1051165","北海道","函館本線","北豊津"
"1051170","北海道","函館本線","国縫"
"1051175","北海道","函館本線","中ノ沢"
"1051180","北海道","函館本線","長万部"
"1051185","北海道","函館本線","二股"
"1051190","北海道","函館本線","蕨岱"
"1051195","北海道","函館本線","黒松内"
"1051200","北海道","函館本線","熱郛"
"1051205","北海道","函館本線","目名"
"1051210","北海道","函館本線","蘭越"
"1051215","北海道","函館本線","昆布"
"1051220","北海道","函館本線","ニセコ"
"1051225","北海道","函館本線","比羅夫"
"1051230","北海道","函館本線","倶知安"
"1051235","北海道","函館本線","小沢"
"1051240","北海道","函館本線","銀山"
"1051245","北海道","函館本線","然別"
"1051250","北海道","函館本線","仁木"
"1051255","北海道","函館本線","余市"
"1051260","北海道","函館本線","蘭島"
"1051265","北海道","函館本線","塩谷"
"1051270","北海道","函館本線","小樽"
"1051275","北海道","函館本線","南小樽"
"1051280","北海道","函館本線","小樽築港"
"1051285","北海道","函館本線","朝里"
"1051295","北海道","函館本線","銭函"
"1051298","北海道","函館本線","ほしみ"
"1051300","北海道","函館本線","星置"
"1051302","北海道","函館本線","稲穂"
"1051305","北海道","函館本線","手稲"
"1051306","北海道","函館本線","稲積公園"
"1051308","北海道","函館本線","発寒"
"1051309","北海道","函館本線","発寒中央"
"1051310","北海道","函館本線","琴似"
"1051315","北海道","函館本線","桑園"
"1051320","北海道","函館本線","札幌"
"1051325","北海道","函館本線","苗穂"
"1051330","北海道","函館本線","白石"
"1051335","北海道","函館本線","厚別"
"1051340","北海道","函館本線","森林公園"
"1051345","北海道","函館本線","大麻"
"1051350","北海道","函館本線","野幌"
"1051352","北海道","函館本線","高砂"
"1051355","北海道","函館本線","江別"
"1051360","北海道","函館本線","豊幌"
"1051365","北海道","函館本線","幌向"
"1051370","北海道","函館本線","上幌向"
"1051375","北海道","函館本線","岩見沢"
"1051380","北海道","函館本線","峰延"
"1051385","北海道","函館本線","光珠内"
"1051390","北海道","函館本線","美唄"
"1051395","北海道","函館本線","茶志内"
"1051400","北海道","函館本線","奈井江"
"1051405","北海道","函館本線","豊沼"
"1051430","北海道","函館本線","砂川"
"1051435","北海道","函館本線","滝川"
"1051440","北海道","函館本線","江部乙"
"1051445","北海道","函館本線","妹背牛"
"1051450","北海道","函館本線","深川"
"1051455","北海道","函館本線","納内"
"1051460","北海道","函館本線","伊納"
"1051465","北海道","函館本線","近文"
"1051470","北海道","函館本線","旭川"
"10000176","北海道","江差線","函館"
"10000177","北海道","江差線","五稜郭"
"10000178","北海道","江差線","七重浜"
"10000179","北海道","江差線","東久根別"
"10000180","北海道","江差線","久根別"
"10000181","北海道","江差線","清川口"
"10000182","北海道","江差線","上磯"
"10000183","北海道","江差線","矢不来信号場"
"10000184","北海道","江差線","茂辺地"
"10000185","北海道","江差線","渡島当別"
"10000186","北海道","江差線","釜谷"
"10000187","北海道","江差線","泉沢"
"10000188","北海道","江差線","札苅"
"10000189","北海道","江差線","木古内"
"10000190","北海道","江差線","渡島鶴岡"
"10000191","北海道","江差線","吉堀"
"10000192","北海道","江差線","神明"
"10000193","北海道","江差線","湯ノ岱"
"10000194","北海道","江差線","宮越"
"10000195","北海道","江差線","桂岡"
"10000196","北海道","江差線","中須田"
"10000197","北海道","江差線","上ノ国"
"10000198","北海道","江差線","江差駅"
"1055005","北海道","札沼線","札幌"
"1055010","北海道","札沼線","桑園"
"1055013","北海道","札沼線","八軒"
"1055015","北海道","札沼線","新川"
"1055020","北海道","札沼線","新琴似"
"1055023","北海道","札沼線","太平"
"1055026","北海道","札沼線","百合が原"
"1055030","北海道","札沼線","篠路"
"1055040","北海道","札沼線","拓北"
"1055045","北海道","札沼線","あいの里教育大"
"1055050","北海道","札沼線","あいの里公園"
"1055060","北海道","札沼線","石狩太美"
"1055070","北海道","札沼線","石狩当別"
"1055080","北海道","札沼線","北海道医療大学"
"1055090","北海道","札沼線","石狩金沢"
"1055100","北海道","札沼線","本中小屋"
"1055110","北海道","札沼線","中小屋"
"1055120","北海道","札沼線","月ヶ岡"
"1055130","北海道","札沼線","知来乙"
"1055140","北海道","札沼線","石狩月形"
"1055150","北海道","札沼線","豊ヶ岡"
"1055160","北海道","札沼線","札比内"
"1055170","北海道","札沼線","晩生内"
"1055180","北海道","札沼線","札的"
"1055190","北海道","札沼線","浦臼"
"1055200","北海道","札沼線","鶴沼"
"1055205","北海道","札沼線","於札内"
"1055210","北海道","札沼線","南下徳富"
"1055220","北海道","札沼線","下徳富"
"1055240","北海道","札沼線","新十津川"
"1056010","北海道","千歳線","札幌"
"1056020","北海道","千歳線","苗穂"
"1056030","北海道","千歳線","白石"
"1056035","北海道","千歳線","平和"
"1056040","北海道","千歳線","新札幌"
"1056050","北海道","千歳線","上野幌"
"1056060","北海道","千歳線","北広島"
"1056070","北海道","千歳線","島松"
"1056080","北海道","千歳線","恵み野"
"1056090","北海道","千歳線","恵庭"
"1056095","北海道","千歳線","サッポロビール庭園"
"1056100","北海道","千歳線","長都"
"1056110","北海道","千歳線","千歳"
"1056120","北海道","千歳線","南千歳"
"1056125","北海道","千歳線","新千歳空港"
"1056130","北海道","千歳線","美々"
"1056140","北海道","千歳線","植苗"
"1056150","北海道","千歳線","沼ノ端"
"1056160","北海道","千歳線","苫小牧"
"1057010","北海道","石勝線","南千歳"
"1057020","北海道","石勝線","追分"
"1057030","北海道","石勝線","東追分"
"1057040","北海道","石勝線","川端"
"1057050","北海道","石勝線","滝ノ上"
"1057060","北海道","石勝線","十三里"
"1057070","北海道","石勝線","新夕張"
"1057140","北海道","石勝線","占冠"
"1057150","北海道","石勝線","トマム"
"1057160","北海道","石勝線","新得"
"1061010","北海道","室蘭本線","長万部"
"1061020","北海道","室蘭本線","静狩"
"1061025","北海道","室蘭本線","小幌"
"1061030","北海道","室蘭本線","礼文"
"1061040","北海道","室蘭本線","大岸"
"1061050","北海道","室蘭本線","豊浦"
"1061060","北海道","室蘭本線","洞爺"
"1061070","北海道","室蘭本線","有珠"
"1061080","北海道","室蘭本線","長和"
"1061090","北海道","室蘭本線","伊達紋別"
"1061095","北海道","室蘭本線","北舟岡"
"1061100","北海道","室蘭本線","稀府"
"1061110","北海道","室蘭本線","黄金"
"1061120","北海道","室蘭本線","崎守"
"1061130","北海道","室蘭本線","本輪西"
"1061140","北海道","室蘭本線","室蘭"
"1061150","北海道","室蘭本線","母恋"
"1061160","北海道","室蘭本線","御崎"
"1061170","北海道","室蘭本線","輪西"
"1061180","北海道","室蘭本線","東室蘭"
"1061190","北海道","室蘭本線","鷲別"
"1061200","北海道","室蘭本線","幌別"
"1061210","北海道","室蘭本線","富浦"
"1061220","北海道","室蘭本線","登別"
"1061230","北海道","室蘭本線","虎杖浜"
"1061240","北海道","室蘭本線","竹浦"
"1061250","北海道","室蘭本線","北吉原"
"1061260","北海道","室蘭本線","萩野"
"1061270","北海道","室蘭本線","白老"
"1061280","北海道","室蘭本線","社台"
"1061290","北海道","室蘭本線","錦岡"
"1061300","北海道","室蘭本線","糸井"
"1061305","北海道","室蘭本線","青葉"
"1061310","北海道","室蘭本線","苫小牧"
"1061320","北海道","室蘭本線","沼ノ端"
"1061330","北海道","室蘭本線","遠浅"
"1061340","北海道","室蘭本線","早来"
"1061350","北海道","室蘭本線","安平"
"1061360","北海道","室蘭本線","追分"
"1061370","北海道","室蘭本線","三川"
"1061380","北海道","室蘭本線","古山"
"1061390","北海道","室蘭本線","由仁"
"1061400","北海道","室蘭本線","栗山"
"1061410","北海道","室蘭本線","栗丘"
"1061420","北海道","室蘭本線","栗沢"
"1061430","北海道","室蘭本線","志文"
"1061440","北海道","室蘭本線","岩見沢"
"1063010","北海道","日高本線","苫小牧"
"1063020","北海道","日高本線","勇払"
"1063030","北海道","日高本線","浜厚真"
"1063040","北海道","日高本線","浜田浦"
"1063050","北海道","日高本線","鵡川"
"1063060","北海道","日高本線","汐見"
"1063070","北海道","日高本線","富川"
"1063080","北海道","日高本線","日高門別"
"1063090","北海道","日高本線","豊郷"
"1063100","北海道","日高本線","清畠"
"1063110","北海道","日高本線","厚賀"
"1063120","北海道","日高本線","大狩部"
"1063130","北海道","日高本線","節婦"
"1063140","北海道","日高本線","新冠"
"1063150","北海道","日高本線","静内"
"1063160","北海道","日高本線","東静内"
"1063170","北海道","日高本線","春立"
"1063180","北海道","日高本線","日高東別"
"1063190","北海道","日高本線","日高三石"
"1063200","北海道","日高本線","蓬栄"
"1063210","北海道","日高本線","本桐"
"1063220","北海道","日高本線","荻伏"
"1063230","北海道","日高本線","絵笛"
"1063240","北海道","日高本線","浦河"
"1063245","北海道","日高本線","東町"
"1063250","北海道","日高本線","日高幌別"
"1063260","北海道","日高本線","鵜苫"
"1063270","北海道","日高本線","西様似"
"1063280","北海道","日高本線","様似"
"1065010","北海道","留萌本線","深川"
"1065020","北海道","留萌本線","北一已"
"1065030","北海道","留萌本線","秩父別"
"1065035","北海道","留萌本線","北秩父別"
"1065040","北海道","留萌本線","石狩沼田"
"1065045","北海道","留萌本線","真布"
"1065050","北海道","留萌本線","恵比島"
"1065060","北海道","留萌本線","峠下"
"1065070","北海道","留萌本線","幌糠"
"1065080","北海道","留萌本線","藤山"
"1065090","北海道","留萌本線","大和田"
"1065100","北海道","留萌本線","留萌"
"1065110","北海道","留萌本線","瀬越"
"1065120","北海道","留萌本線","礼受"
"1065122","北海道","留萌本線","阿分"
"1065127","北海道","留萌本線","信砂"
"1065130","北海道","留萌本線","舎熊"
"1065132","北海道","留萌本線","朱文別"
"1065137","北海道","留萌本線","箸別"
"1065140","北海道","留萌本線","増毛"
"1067010","北海道","根室本線","滝川"
"1067020","北海道","根室本線","東滝川"
"1067030","北海道","根室本線","赤平"
"1067040","北海道","根室本線","茂尻"
"1067050","北海道","根室本線","平岸"
"1067060","北海道","根室本線","芦別"
"1067070","北海道","根室本線","上芦別"
"1067080","北海道","根室本線","野花南"
"1067100","北海道","根室本線","島ノ下"
"1067110","北海道","根室本線","富良野"
"1067120","北海道","根室本線","布部"
"1067130","北海道","根室本線","山部"
"1067140","北海道","根室本線","下金山"
"1067150","北海道","根室本線","金山"
"1067160","北海道","根室本線","東鹿越"
"1067170","北海道","根室本線","幾寅"
"1067180","北海道","根室本線","落合"
"1067190","北海道","根室本線","新得"
"1067200","北海道","根室本線","十勝清水"
"1067210","北海道","根室本線","羽帯"
"1067220","北海道","根室本線","御影"
"1067230","北海道","根室本線","芽室"
"1067235","北海道","根室本線","大成"
"1067240","北海道","根室本線","西帯広"
"1067245","北海道","根室本線","柏林台"
"1067250","北海道","根室本線","帯広"
"1067260","北海道","根室本線","札内"
"1067265","北海道","根室本線","稲士別"
"1067270","北海道","根室本線","幕別"
"1067280","北海道","根室本線","利別"
"1067290","北海道","根室本線","池田"
"1067300","北海道","根室本線","十弗"
"1067310","北海道","根室本線","豊頃"
"1067320","北海道","根室本線","新吉野"
"1067330","北海道","根室本線","浦幌"
"1067340","北海道","根室本線","上厚内"
"1067350","北海道","根室本線","厚内"
"1067380","北海道","根室本線","音別"
"1067385","北海道","根室本線","古瀬"
"1067390","北海道","根室本線","白糠"
"1067400","北海道","根室本線","西庶路"
"1067410","北海道","根室本線","庶路"
"1067420","北海道","根室本線","大楽毛"
"1067425","北海道","根室本線","新大楽毛"
"1067430","北海道","根室本線","新富士"
"1067440","北海道","根室本線","釧路"
"1067450","北海道","根室本線","東釧路"
"1067455","北海道","根室本線","武佐"
"1067460","北海道","根室本線","別保"
"1067470","北海道","根室本線","上尾幌"
"1067480","北海道","根室本線","尾幌"
"1067490","北海道","根室本線","門静"
"1067500","北海道","根室本線","厚岸"
"1067510","北海道","根室本線","糸魚沢"
"1067520","北海道","根室本線","茶内"
"1067530","北海道","根室本線","浜中"
"1067540","北海道","根室本線","姉別"
"1067550","北海道","根室本線","厚床"
"1067570","北海道","根室本線","別当賀"
"1067580","北海道","根室本線","落石"
"1067590","北海道","根室本線","昆布盛"
"1067600","北海道","根室本線","西和田"
"1067610","北海道","根室本線","花咲"
"1067620","北海道","根室本線","東根室"
"1067630","北海道","根室本線","根室"
"1068010","北海道","富良野線","旭川"
"1068020","北海道","富良野線","神楽岡"
"1068025","北海道","富良野線","緑が丘"
"1068030","北海道","富良野線","西御料"
"1068040","北海道","富良野線","西瑞穂"
"1068050","北海道","富良野線","西神楽"
"1068060","北海道","富良野線","西聖和"
"1068070","北海道","富良野線","千代ヶ岡"
"1068080","北海道","富良野線","北美瑛"
"1068090","北海道","富良野線","美瑛"
"1068100","北海道","富良野線","美馬牛"
"1068110","北海道","富良野線","上富良野"
"1068120","北海道","富良野線","西中"
"1068130","北海道","富良野線","中富良野"
"1068140","北海道","富良野線","鹿討"
"1068150","北海道","富良野線","学田"
"1068160","北海道","富良野線","富良野"
"1072010","北海道","宗谷本線","旭川"
"1072020","北海道","宗谷本線","旭川四条"
"1072030","北海道","宗谷本線","新旭川"
"1072040","北海道","宗谷本線","永山"
"1072050","北海道","宗谷本線","北永山"
"1072060","北海道","宗谷本線","南比布"
"1072070","北海道","宗谷本線","比布"
"1072080","北海道","宗谷本線","北比布"
"1072090","北海道","宗谷本線","蘭留"
"1072100","北海道","宗谷本線","塩狩"
"1072110","北海道","宗谷本線","和寒"
"1072120","北海道","宗谷本線","東六線"
"1072130","北海道","宗谷本線","剣淵"
"1072135","北海道","宗谷本線","北剣淵"
"1072140","北海道","宗谷本線","士別"
"1072150","北海道","宗谷本線","下士別"
"1072160","北海道","宗谷本線","多寄"
"1072165","北海道","宗谷本線","瑞穂"
"1072170","北海道","宗谷本線","風連"
"1072180","北海道","宗谷本線","東風連"
"1072190","北海道","宗谷本線","名寄"
"1072200","北海道","宗谷本線","日進"
"1072220","北海道","宗谷本線","北星"
"1072230","北海道","宗谷本線","智恵文"
"1072235","北海道","宗谷本線","智北"
"1072240","北海道","宗谷本線","南美深"
"1072250","北海道","宗谷本線","美深"
"1072260","北海道","宗谷本線","初野"
"1072270","北海道","宗谷本線","紋穂内"
"1072280","北海道","宗谷本線","恩根内"
"1072290","北海道","宗谷本線","豊清水"
"1072295","北海道","宗谷本線","天塩川温泉"
"1072300","北海道","宗谷本線","咲来"
"1072310","北海道","宗谷本線","音威子府"
"1072320","北海道","宗谷本線","筬島"
"1072330","北海道","宗谷本線","佐久"
"1072340","北海道","宗谷本線","天塩中川"
"1072360","北海道","宗谷本線","歌内"
"1072370","北海道","宗谷本線","問寒別"
"1072372","北海道","宗谷本線","糠南"
"1072380","北海道","宗谷本線","雄信内"
"1072390","北海道","宗谷本線","安牛"
"1072400","北海道","宗谷本線","南幌延"
"1072410","北海道","宗谷本線","上幌延"
"1072420","北海道","宗谷本線","幌延"
"1072430","北海道","宗谷本線","下沼"
"1072440","北海道","宗谷本線","豊富"
"1072450","北海道","宗谷本線","徳満"
"1072470","北海道","宗谷本線","兜沼"
"1072480","北海道","宗谷本線","勇知"
"1072490","北海道","宗谷本線","抜海"
"1072500","北海道","宗谷本線","南稚内"
"1072510","北海道","宗谷本線","稚内"
"1076010","北海道","石北本線","旭川"
"1076020","北海道","石北本線","旭川四条"
"1076030","北海道","石北本線","新旭川"
"1076035","北海道","石北本線","南永山"
"1076040","北海道","石北本線","東旭川"
"1076045","北海道","石北本線","北日ノ出"
"1076050","北海道","石北本線","桜岡"
"1076060","北海道","石北本線","当麻"
"1076065","北海道","石北本線","将軍山"
"1076070","北海道","石北本線","伊香牛"
"1076080","北海道","石北本線","愛別"
"1076090","北海道","石北本線","中愛別"
"1076095","北海道","石北本線","愛山"
"1076100","北海道","石北本線","安足間"
"1076105","北海道","石北本線","東雲"
"1076110","北海道","石北本線","上川"
"1076150","北海道","石北本線","上白滝"
"1076160","北海道","石北本線","白滝"
"1076165","北海道","石北本線","旧白滝"
"1076170","北海道","石北本線","下白滝"
"1076180","北海道","石北本線","丸瀬布"
"1076190","北海道","石北本線","瀬戸瀬"
"1076200","北海道","石北本線","遠軽"
"1076210","北海道","石北本線","安国"
"1076215","北海道","石北本線","生野"
"1076220","北海道","石北本線","生田原"
"1076230","北海道","石北本線","金華"
"1076235","北海道","石北本線","西留辺蘂"
"1076240","北海道","石北本線","留辺蘂"
"1076250","北海道","石北本線","相内"
"1076260","北海道","石北本線","東相内"
"1076265","北海道","石北本線","西北見"
"1076270","北海道","石北本線","北見"
"1076272","北海道","石北本線","柏陽"
"1076275","北海道","石北本線","愛し野"
"1076280","北海道","石北本線","端野"
"1076290","北海道","石北本線","緋牛内"
"1076300","北海道","石北本線","美幌"
"1076310","北海道","石北本線","西女満別"
"1076320","北海道","石北本線","女満別"
"1076330","北海道","石北本線","呼人"
"1076340","北海道","石北本線","網走"
"1077010","北海道","釧網本線","網走"
"1077015","北海道","釧網本線","桂台"
"1077020","北海道","釧網本線","鱒浦"
"1077030","北海道","釧網本線","藻琴"
"1077040","北海道","釧網本線","北浜"
"1077045","北海道","釧網本線","原生花園"
"1077050","北海道","釧網本線","浜小清水"
"1077060","北海道","釧網本線","止別"
"1077070","北海道","釧網本線","知床斜里"
"1077080","北海道","釧網本線","中斜里"
"1077090","北海道","釧網本線","南斜里"
"1077100","北海道","釧網本線","清里町"
"1077110","北海道","釧網本線","札弦"
"1077120","北海道","釧網本線","緑"
"1077130","北海道","釧網本線","川湯温泉"
"1077140","北海道","釧網本線","美留和"
"1077150","北海道","釧網本線","摩周"
"1077160","北海道","釧網本線","南弟子屈"
"1077170","北海道","釧網本線","磯分内"
"1077180","北海道","釧網本線","標茶"
"1077190","北海道","釧網本線","五十石"
"1077200","北海道","釧網本線","茅沼"
"1077210","北海道","釧網本線","塘路"
"1077220","北海道","釧網本線","細岡"
"1077225","北海道","釧網本線","釧路湿原"
"1077230","北海道","釧網本線","遠矢"
"1077240","北海道","釧網本線","東釧路"
"1077250","北海道","釧網本線","釧路"
"1079010","北海道","海峡線","蟹田"
"1079020","北海道","海峡線","中小国"
"1079030","北海道","海峡線","津軽今別"
"1079040","北海道","海峡線","竜飛海底"
"1079050","北海道","海峡線","吉岡海底"
"1079055","北海道","海峡線","知内"
"1079060","北海道","海峡線","木古内"
"1082010","北海道","札幌市南北線","麻生"
"1082020","北海道","札幌市南北線","北３４条"
"1082030","北海道","札幌市南北線","北２４条"
"1082040","北海道","札幌市南北線","北１８条"
"1082050","北海道","札幌市南北線","北１２条"
"1082060","北海道","札幌市南北線","さっぽろ"
"1082070","北海道","札幌市南北線","大通"
"1082080","北海道","札幌市南北線","すすきの"
"1082090","北海道","札幌市南北線","中島公園"
"1082100","北海道","札幌市南北線","幌平橋"
"1082110","北海道","札幌市南北線","中の島"
"1082120","北海道","札幌市南北線","平岸"
"1082130","北海道","札幌市南北線","南平岸"
"1082140","北海道","札幌市南北線","澄川"
"1082150","北海道","札幌市南北線","自衛隊前"
"1082160","北海道","札幌市南北線","真駒内"
"1083006","北海道","札幌市東西線","宮の沢"
"1083008","北海道","札幌市東西線","発寒南"
"1083010","北海道","札幌市東西線","琴似"
"1083020","北海道","札幌市東西線","二十四軒"
"1083030","北海道","札幌市東西線","西２８丁目"
"1083040","北海道","札幌市東西線","円山公園"
"1083050","北海道","札幌市東西線","西１８丁目"
"1083060","北海道","札幌市東西線","西１１丁目"
"1083070","北海道","札幌市東西線","大通"
"1083080","北海道","札幌市東西線","バスセンター前"
"1083090","北海道","札幌市東西線","菊水"
"1083100","北海道","札幌市東西線","東札幌"
"1083110","北海道","札幌市東西線","白石"
"1083120","北海道","札幌市東西線","南郷７丁目"
"1083130","北海道","札幌市東西線","南郷１３丁目"
"1083140","北海道","札幌市東西線","南郷１８丁目"
"1083150","北海道","札幌市東西線","大谷地"
"1083160","北海道","札幌市東西線","ひばりが丘"
"1083170","北海道","札幌市東西線","新さっぽろ"
"1084010","北海道","札幌市軌道線","西４丁目"
"1084020","北海道","札幌市軌道線","西８丁目"
"1084030","北海道","札幌市軌道線","中央区役所前"
"1084040","北海道","札幌市軌道線","西１５丁目"
"1084050","北海道","札幌市軌道線","西線６条"
"1084060","北海道","札幌市軌道線","西線９条旭山公園通"
"1084070","北海道","札幌市軌道線","西線１１条"
"1084080","北海道","札幌市軌道線","西線１４条"
"1084090","北海道","札幌市軌道線","西線１６条"
"1084100","北海道","札幌市軌道線","ロープウェイ入口"
"1084110","北海道","札幌市軌道線","電車事業所前"
"1084120","北海道","札幌市軌道線","中央図書館前"
"1084130","北海道","札幌市軌道線","石山通"
"1084140","北海道","札幌市軌道線","東屯田通"
"1084150","北海道","札幌市軌道線","幌南小学校前"
"1084160","北海道","札幌市軌道線","山鼻１９条"
"1084170","北海道","札幌市軌道線","静修学園前"
"1084180","北海道","札幌市軌道線","行啓通"
"1084190","北海道","札幌市軌道線","中島公園通"
"1084200","北海道","札幌市軌道線","山鼻９条"
"1084210","北海道","札幌市軌道線","東本願寺前"
"1084220","北海道","札幌市軌道線","資生館小学校前"
"1084230","北海道","札幌市軌道線","すすきの"
"1085010","北海道","札幌市東豊線","栄町"
"1085020","北海道","札幌市東豊線","新道東"
"1085030","北海道","札幌市東豊線","元町"
"1085040","北海道","札幌市東豊線","環状通東"
"1085050","北海道","札幌市東豊線","東区役所前"
"1085060","北海道","札幌市東豊線","北１３条東"
"1085070","北海道","札幌市東豊線","さっぽろ"
"1085080","北海道","札幌市東豊線","大通"
"1085090","北海道","札幌市東豊線","豊水すすきの"
"1085100","北海道","札幌市東豊線","学園前"
"1085110","北海道","札幌市東豊線","豊平公園"
"1085120","北海道","札幌市東豊線","美園"
"1085130","北海道","札幌市東豊線","月寒中央"
"1085140","北海道","札幌市東豊線","福住"
"1093210","北海道","函館市電本線湯川線","函館どっく前"
"1093220","北海道","函館市電本線湯川線","大町"
"1093230","北海道","函館市電本線湯川線","末広町"
"1093240","北海道","函館市電本線湯川線","十字街"
"1093250","北海道","函館市電本線湯川線","魚市場通"
"1093260","北海道","函館市電本線湯川線","市役所前"
"1093270","北海道","函館市電本線湯川線","函館駅前"
"1093280","北海道","函館市電本線湯川線","松風町"
"1093290","北海道","函館市電本線湯川線","新川町"
"1093300","北海道","函館市電本線湯川線","千歳町"
"1093310","北海道","函館市電本線湯川線","昭和橋"
"1093320","北海道","函館市電本線湯川線","堀川町"
"1093330","北海道","函館市電本線湯川線","千代台"
"1093340","北海道","函館市電本線湯川線","中央病院前"
"1093350","北海道","函館市電本線湯川線","五稜郭公園前"
"1093360","北海道","函館市電本線湯川線","杉並町"
"1093370","北海道","函館市電本線湯川線","柏木町"
"1093380","北海道","函館市電本線湯川線","深堀町"
"1093390","北海道","函館市電本線湯川線","競馬場前"
"1093400","北海道","函館市電本線湯川線","駒場車庫前"
"1093410","北海道","函館市電本線湯川線","函館アリーナ前"
"1093420","北海道","函館市電本線湯川線","湯の川温泉"
"1093430","北海道","函館市電本線湯川線","湯の川"
"1094210","北海道","函館市電宝来谷地頭","谷地頭"
"1094220","北海道","函館市電宝来谷地頭","青柳町"
"1094230","北海道","函館市電宝来谷地頭","宝来町"
"1094240","北海道","函館市電宝来谷地頭","十字街"
"1079010","青森県","海峡線","蟹田"
"1079020","青森県","海峡線","中小国"
"1079030","青森県","海峡線","津軽今別"
"1079040","青森県","海峡線","竜飛海底"
"1079050","青森県","海峡線","吉岡海底"
"1079055","青森県","海峡線","知内"
"1079060","青森県","海峡線","木古内"
"2002005","青森県","東北新幹線","東京"
"2002010","青森県","東北新幹線","上野"
"2002020","青森県","東北新幹線","大宮"
"2002030","青森県","東北新幹線","小山"
"2002040","青森県","東北新幹線","宇都宮"
"2002050","青森県","東北新幹線","那須塩原"
"2002060","青森県","東北新幹線","新白河"
"2002070","青森県","東北新幹線","郡山"
"2002080","青森県","東北新幹線","福島"
"2002090","青森県","東北新幹線","白石蔵王"
"2002100","青森県","東北新幹線","仙台"
"2002110","青森県","東北新幹線","古川"
"2002115","青森県","東北新幹線","くりこま高原"
"2002120","青森県","東北新幹線","一ノ関"
"2002130","青森県","東北新幹線","水沢江刺"
"2002140","青森県","東北新幹線","北上"
"2002150","青森県","東北新幹線","新花巻"
"2002160","青森県","東北新幹線","盛岡"
"2002170","青森県","東北新幹線","いわて沼宮内"
"2002180","青森県","東北新幹線","二戸"
"2002190","青森県","東北新幹線","八戸"
"10000259","青森県","東北新幹線","七戸十和田"
"10000260","青森県","東北新幹線","新青森"
"2101005","青森県","東北本線","上野"
"2101010","青森県","東北本線","尾久"
"2101015","青森県","東北本線","赤羽"
"2101020","青森県","東北本線","浦和"
"2101022","青森県","東北本線","さいたま新都心"
"2101025","青森県","東北本線","大宮"
"2101030","青森県","東北本線","土呂"
"2101035","青森県","東北本線","東大宮"
"2101040","青森県","東北本線","蓮田"
"2101045","青森県","東北本線","白岡"
"2101047","青森県","東北本線","新白岡"
"2101050","青森県","東北本線","久喜"
"2101055","青森県","東北本線","東鷲宮"
"2101060","青森県","東北本線","栗橋"
"2101065","青森県","東北本線","古河"
"2101070","青森県","東北本線","野木"
"2101075","青森県","東北本線","間々田"
"2101080","青森県","東北本線","小山"
"2101085","青森県","東北本線","小金井"
"2101090","青森県","東北本線","自治医大"
"2101095","青森県","東北本線","石橋"
"2101100","青森県","東北本線","雀宮"
"2101105","青森県","東北本線","宇都宮"
"2101110","青森県","東北本線","岡本"
"2101115","青森県","東北本線","宝積寺"
"2101120","青森県","東北本線","氏家"
"2101125","青森県","東北本線","蒲須坂"
"2101130","青森県","東北本線","片岡"
"2101135","青森県","東北本線","矢板"
"2101140","青森県","東北本線","野崎"
"2101145","青森県","東北本線","西那須野"
"2101150","青森県","東北本線","那須塩原"
"2101155","青森県","東北本線","黒磯"
"2101160","青森県","東北本線","高久"
"2101165","青森県","東北本線","黒田原"
"2101170","青森県","東北本線","豊原"
"2101175","青森県","東北本線","白坂"
"2101180","青森県","東北本線","新白河"
"2101185","青森県","東北本線","白河"
"2101190","青森県","東北本線","久田野"
"2101195","青森県","東北本線","泉崎"
"2101200","青森県","東北本線","矢吹"
"2101205","青森県","東北本線","鏡石"
"2101210","青森県","東北本線","須賀川"
"2101215","青森県","東北本線","安積永盛"
"2101220","青森県","東北本線","郡山"
"2101225","青森県","東北本線","日和田"
"2101230","青森県","東北本線","五百川"
"2101235","青森県","東北本線","本宮"
"2101240","青森県","東北本線","杉田"
"2101245","青森県","東北本線","二本松"
"2101250","青森県","東北本線","安達"
"2101255","青森県","東北本線","松川"
"2101260","青森県","東北本線","金谷川"
"2101265","青森県","東北本線","南福島"
